num_annotation	genre_id	genre	pt_word	recapitalized_sent	pt_sentence_bold	num_annotators	min_annotation_time	max_annotation_time	avg_annotation_time	num_candidate_substitutions	num_unqiue_candidate_substituions
346	26229829	biomed	saída	a saída do fio-guia a 10 mm distalmente em relação à crista posterior da tíbia representa a melhor posição para tentar reproduzir o centro anatômico do LCP.	a <strong>saída</strong> do fio-guia a 10 mm distalmente em relação à crista posterior da tíbia representa a melhor posição para tentar reproduzir o centro anatômico do LCP.	20	2	34950	96.11	0	0
973	2	bible	justiças	"Quando eu disser ao justo que certamente viverá, e ele, confiando na sua justiça, praticar a iniqüidade, não virão à memória todas as suas justiças, mas na sua iniqüidade, que pratica, ele morrerá."	"Quando eu disser ao justo que certamente viverá, e ele, confiando na sua justiça, praticar a iniqüidade, não virão à memória todas as suas <strong>justiças,</strong> mas na sua iniqüidade, que pratica, ele morrerá."	20	2	34950	96.04	2	2
1181	25798000	biomed	esqueleto	"Os esqueletos apendicular e axial foram afetados em 85,71% e 42,85% dos pacientes, respectivamente."	"Os <strong>esqueletos</strong> apendicular e axial foram afetados em 85,71% e 42,85% dos pacientes, respectivamente."	20	2	34950	95.96	2	1
774	679-237	news	ascensão	"Não só pela ascensão de uma mulher, mas de uma mulher que chegou lá por mérito, integridade e respeito da comunidade jurídica, disse"	"Não só pela <strong>ascensão</strong> de uma mulher, mas de uma mulher que chegou lá por mérito, integridade e respeito da comunidade jurídica, disse"	20	2	34950	95.89	3	3
568	2463	bible	iguarias	"Assim o despenseiro tirou-lhes a porção das iguarias, e o vinho de que deviam beber, e lhes dava legumes."	"Assim o despenseiro tirou-lhes a porção das <strong>iguarias,</strong> e o vinho de que deviam beber, e lhes dava legumes."	20	2	34950	95.83	4	2
347	2988	bible	servo	"Nisto perdoe o SENHOR a teu servo; quando meu senhor entrar na casa de Rimom para ali adorar, e ele se encostar na minha mão, e eu também tenha de me encurvar na casa de Rimom; quando assim me encurvar na casa de Rimom, nisto perdoe o SENHOR a teu servo."	"Nisto perdoe o SENHOR a teu <strong>servo;</strong> quando meu senhor entrar na casa de Rimom para ali adorar, e ele se encostar na minha mão, e eu também tenha de me encurvar na casa de Rimom; quando assim me encurvar na casa de Rimom, nisto perdoe o SENHOR a teu servo."	20	2	34950	95.76	2	1
974	982	bible	apresentai-vos	"Nem tampouco apresenteis os vossos membros ao pecado por instrumentos de iniqüidade; mas apresentai-vos a Deus, como vivos dentre mortos, e os vossos membros a Deus, como instrumentos de justiça."	"Nem tampouco apresenteis os vossos membros ao pecado por instrumentos de iniqüidade; mas apresentai-vos a Deus, como vivos dentre mortos, e os vossos membros a Deus, como instrumentos de justiça."	20	2	34950	95.68	3	3
1182	403-322	news	representante	"O evento aconteceu na Câmara de Vereadores de Itaberaba e contou com a presença de Alexandro Reis, representante da Secretária Nacional de Combate ao Racismo, que é liderada pela militante c comunista Olívia Santana, além do representante do Deputado Estadual Marcelino Galo, João Guimarães, que discursaram declarado apoio às candidaturas da coligação"	"O evento aconteceu na Câmara de Vereadores de Itaberaba e contou com a presença de Alexandro Reis, <strong>representante</strong> da Secretária Nacional de Combate ao Racismo, que é liderada pela militante c comunista Olívia Santana, além do representante do Deputado Estadual Marcelino Galo, João Guimarães, que discursaram declarado apoio às candidaturas da coligação"	20	2	34950	95.62	0	0
775	182-133	news	regras	"Paulo Prado pontua que Mato Grosso não sofrerá restrições da União, visto que se vislumbra a possibilidade de um contrato ter sido firmado em descompasso com as regras legais e éticas que gerem esse tipo de negociação, ressalta"	"Paulo Prado pontua que Mato Grosso não sofrerá restrições da União, visto que se vislumbra a possibilidade de um contrato ter sido firmado em descompasso com as <strong>regras</strong> legais e éticas que gerem esse tipo de negociação, ressalta"	20	2	34950	95.6	2	1
569	2564	bible	palavras	"E será que, quando anunciares a este povo todas estas palavras, e eles te disserem: Por que pronuncia o SENHOR sobre nós todo este grande mal? E qual é a nossa iniqüidade, e qual é o nosso pecado, que cometemos contra o SENHOR nosso Deus?"	"E será que, quando anunciares a este povo todas estas <strong>palavras,</strong> e eles te disserem: Por que pronuncia o SENHOR sobre nós todo este grande mal? E qual é a nossa iniqüidade, e qual é o nosso pecado, que cometemos contra o SENHOR nosso Deus?"	20	2	34950	95.56	1	1
348	2876	bible	mantimento	"E disse Deus: Eis que vos tenho dado toda a erva que dê semente, que está sobre a face de toda a terra; e toda a árvore, em que há fruto que dê semente, ser-vos-á para mantimento."	"E disse Deus: Eis que vos tenho dado toda a erva que dê semente, que está sobre a face de toda a terra; e toda a árvore, em que há fruto que dê semente, ser-vos-á para <strong>mantimento.</strong>"	20	2	34950	95.48	3	2
1183	709-185	news	declaração	"A declaração foi feita durante a primeira reunião do PPI, iniciada nesta manhã no Palácio do Planalto"	"A <strong>declaração</strong> foi feita durante a primeira reunião do PPI, iniciada nesta manhã no Palácio do Planalto"	20	2	34950	95.42	2	2
975	2467-121	news	alteração	"Contudo, como o STJ já considera legal a troca de aposentadorias, sem a necessidade de devolução de nenhum valor, qualquer proposta de alteração não deverá prejudicar os aposentados que já entraram com seus pedidos de Desaposentação, haja vista a aplicação do princípio tempus regit actum já destacado"	"Contudo, como o STJ já considera legal a troca de aposentadorias, sem a necessidade de devolução de nenhum valor, qualquer proposta de <strong>alteração</strong> não deverá prejudicar os aposentados que já entraram com seus pedidos de Desaposentação, haja vista a aplicação do princípio tempus regit actum já destacado"	20	2	34950	95.34	2	1
776	49-162	news	ano	"Na edição do ano passado, foram consumidas 50 toneladas de carne no Parque da Harmonia"	"Na edição do <strong>ano</strong> passado, foram consumidas 50 toneladas de carne no Parque da Harmonia"	20	2	34950	95.28	0	0
570	26229938	biomed	funcionalidade	Foram usados parâmetros pré e pós-operatórios de funcionalidade e satisfação dos pacientes (escala funcional da Universidade da Califórnia em Los Angeles [UCLA]).	Foram usados parâmetros pré e pós-operatórios de <strong>funcionalidade</strong> e satisfação dos pacientes (escala funcional da Universidade da Califórnia em Los Angeles [UCLA]).	20	2	34950	95.21	2	2
976	185-2	news	financiamento	"Durante o Curso de Qualificação de Dirigentes Sindicais em Araxá, o presidente do Sinplalto e secretário geral Interestadual da Fesempre, Hely Aires, falou sobre o polêmico projeto que tramita no Congresso Nacional e que trata do Financiamento da Atividade Sindical"	"Durante o Curso de Qualificação de Dirigentes Sindicais em Araxá, o presidente do Sinplalto e secretário geral Interestadual da Fesempre, Hely Aires, falou sobre o polêmico projeto que tramita no Congresso Nacional e que trata do <strong>Financiamento</strong> da Atividade Sindical"	20	2	34950	95.13	1	1
1184	6605-208	news	tributo	"Aliás, não sou eu que peço para me tratarem por epíteto nenhum, ou tributo ou cognome, ou coisa do género, porque isso, e digo com a máxima sinceridade e não sei como dizer isto de uma forma mais pungente, isso vem-me criando anticorpos até no seio dos meus próprios colegas"	"Aliás, não sou eu que peço para me tratarem por epíteto nenhum, ou <strong>tributo</strong> ou cognome, ou coisa do género, porque isso, e digo com a máxima sinceridade e não sei como dizer isto de uma forma mais pungente, isso vem-me criando anticorpos até no seio dos meus próprios colegas"	20	2	34950	95.06	2	2
349	23697358	biomed	força	"Sarcopenia é caracterizada por uma diminuição generalizada e progressiva da força, massa e função muscular com o envelhecimento."	"Sarcopenia é caracterizada por uma diminuição generalizada e progressiva da <strong>força,</strong> massa e função muscular com o envelhecimento."	20	2	34950	94.99	0	0
155	1100-342	news	organizações	"O advento dos lobos solitários, terroristas desligados de organizações criminosas, acelerou o processo"	"O advento dos lobos solitários, terroristas desligados de <strong>organizações</strong> criminosas, acelerou o processo"	20	2	34950	94.94	1	1
777	23809743	biomed	proteção	Conclusões: A incidência de cancro cutâneo é elevada na nossa série e estes doentes beneficiariam de educação sobre medidas de fotoproteção e seguimento dermatológico regular.	Conclusões: A incidência de cancro cutâneo é elevada na nossa série e estes doentes beneficiariam de educação sobre medidas de fotoproteção e seguimento dermatológico regular.	20	2	34950	94.87	0	0
1185	1654	bible	incenso	"E Arão e seus filhos ofereceram sobre o altar do holocausto e sobre o altar do incenso, por todo o serviço do lugar santíssimo, e para fazer expiação por Israel, conforme tudo quanto Moisés, servo de Deus, tinha ordenado."	"E Arão e seus filhos ofereceram sobre o altar do holocausto e sobre o altar do <strong>incenso,</strong> por todo o serviço do lugar santíssimo, e para fazer expiação por Israel, conforme tudo quanto Moisés, servo de Deus, tinha ordenado."	20	2	34950	94.82	0	0
571	852	bible	vida	"Mas, se quando o atalaia vir que vem a espada, e não tocar a trombeta, e não for avisado o povo, e a espada vier, e levar uma vida dentre eles, este tal foi levado na sua iniqüidade, porém o seu sangue requererei da mão do atalaia."	"Mas, se quando o atalaia vir que vem a espada, e não tocar a trombeta, e não for avisado o povo, e a espada vier, e levar uma <strong>vida</strong> dentre eles, este tal foi levado na sua iniqüidade, porém o seu sangue requererei da mão do atalaia."	20	2	34950	94.76	1	1
350	23815844	biomed	artéria	"O mais comum é a nevralgia do trigémio provocada pelo contacto entre a artéria cerebelosa superior e o nervo trigémio, sendo menos comuns o espasmo hemifacial, o síndrome vertiginoso por contacto da artéria cerebelosa ântero-inferior com o VIII par craniano, a nevralgia do glossofaríngeo por contacto da artéria cerebelosa posteroinferior com o IX par craniano, etc."	"O mais comum é a nevralgia do trigémio provocada pelo contacto entre a <strong>artéria</strong> cerebelosa superior e o nervo trigémio, sendo menos comuns o espasmo hemifacial, o síndrome vertiginoso por contacto da artéria cerebelosa ântero-inferior com o VIII par craniano, a nevralgia do glossofaríngeo por contacto da artéria cerebelosa posteroinferior com o IX par craniano, etc."	20	2	34950	94.69	3	3
977	25741086	biomed	predição	"Usando-se um valor de corte de 6,5%, a sensibilidade (S) da FMD para predição de pré-eclâmpsia precoce foi 75,0%, com especificidade (E) de 73,3%, valor preditivo positivo (VPP) de 32,4% e valor preditivo negativo (VPN) de 91,9%."	"Usando-se um valor de corte de 6,5%, a sensibilidade (S) da FMD para <strong>predição</strong> de pré-eclâmpsia precoce foi 75,0%, com especificidade (E) de 73,3%, valor preditivo positivo (VPP) de 32,4% e valor preditivo negativo (VPN) de 91,9%."	20	2	34950	94.62	3	3
156	1296	bible	lepra	"E o sacerdote examinará, e eis que, se ela parece mais funda do que a pele, e o seu pêlo se tornou branco, o sacerdote o declarará por imundo; é praga da lepra que brotou da pústula."	"E o sacerdote examinará, e eis que, se ela parece mais funda do que a pele, e o seu pêlo se tornou branco, o sacerdote o declarará por imundo; é praga da <strong>lepra</strong> que brotou da pústula."	20	2	34950	94.55	0	0
1187	5708-248	news	rascunho	"O painel coletará, consolidará, preservará e analisará a evidência de violações e abusos ao direito internacional humanitário e aos direitos humanos, e preparará arquivos para facilitar e acelerar os procedimentos criminais e independentes, informa o rascunho do projeto"	"O painel coletará, consolidará, preservará e analisará a evidência de violações e abusos ao direito internacional humanitário e aos direitos humanos, e preparará arquivos para facilitar e acelerar os procedimentos criminais e independentes, informa o <strong>rascunho</strong> do projeto"	20	2	34950	94.49	0	0
572	2153	bible	Sião	"Porque de Jerusalém sairá o restante, e do monte Sião o que escapou; o zelo do SENHOR dos Exércitos fará isto."	"Porque de Jerusalém sairá o restante, e do monte <strong>Sião</strong> o que escapou; o zelo do SENHOR dos Exércitos fará isto."	20	2	34950	94.42	0	0
778	28229841	biomed	peptídeo	"Vários biomarcadores têm sido estudados como potenciais marcadores de diagnóstico, estratificação de risco e previsão de prognóstico no acidente vascular cerebral, em particular a S100 calcium binding protein B, a proteína C-reativa, as metaloproteinases de matriz e o peptídeo natriurético cerebral."	"Vários biomarcadores têm sido estudados como potenciais marcadores de diagnóstico, estratificação de risco e previsão de prognóstico no acidente vascular cerebral, em particular a S100 calcium binding protein B, a proteína C-reativa, as metaloproteinases de matriz e o <strong>peptídeo</strong> natriurético cerebral."	20	2	34950	94.35	0	0
351	27579935	biomed	relacionamentos	"A partir da interação consigo mesmas e com este meio, ocorreu a reflexão sobre relacionamentos, a diferença no corpo e em si, nas funções que desempenha e sobre a mutilação provocada pela cirurgia."	"A partir da interação consigo mesmas e com este meio, ocorreu a reflexão sobre <strong>relacionamentos,</strong> a diferença no corpo e em si, nas funções que desempenha e sobre a mutilação provocada pela cirurgia."	20	2	34950	94.3	0	0
157	1020-158	news	assentos	"A United já vende pacotes de amenidades depois que as passagens são vendidas, incluindo o despacho de bagagens e assentos com mais espaço"	"A United já vende pacotes de amenidades depois que as passagens são vendidas, incluindo o despacho de bagagens e <strong>assentos</strong> com mais espaço"	20	2	34950	94.25	2	2
978	1685	bible	cavalos	"E sucedeu que, indo eles andando e falando, eis que um carro de fogo, com cavalos de fogo, os separou um do outro; e Elias subiu ao céu num redemoinho."	"E sucedeu que, indo eles andando e falando, eis que um carro de fogo, com <strong>cavalos</strong> de fogo, os separou um do outro; e Elias subiu ao céu num redemoinho."	20	2	34950	94.19	0	0
779	251-201	news	concorrência	"De acordo com a administração municipal, as empresas Chaparral Conveniência Ltda e a Trem Paulista Lanchonete Ltda venceram a concorrência para a concessão dos quiosques três e quatro -- o resultado será publicado nos próximos dias no Boletim Oficial"	"De acordo com a administração municipal, as empresas Chaparral Conveniência Ltda e a Trem Paulista Lanchonete Ltda venceram a <strong>concorrência</strong> para a concessão dos quiosques três e quatro -- o resultado será publicado nos próximos dias no Boletim Oficial"	20	2	34950	94.15	2	2
352	23815833	biomed	membro	"Material e Métodos: Três cadáveres caucasianos sem história prévia de trauma ou cirurgia no membro inferior foram dissecados, apresentando variações anatómicas do nervo isquiático."	"Material e Métodos: Três cadáveres caucasianos sem história prévia de trauma ou cirurgia no <strong>membro</strong> inferior foram dissecados, apresentando variações anatómicas do nervo isquiático."	20	2	34950	94.08	0	0
573	26229793	biomed	linhas	Foram traçadas as linhas e medidos os ângulos e as distâncias na radiografia em perfil para avaliar o plano sagital.	Foram traçadas as <strong>linhas</strong> e medidos os ângulos e as distâncias na radiografia em perfil para avaliar o plano sagital.	20	2	34950	94.04	1	1
1188	29213511	biomed	assinatura	"Fritz Jacob Heinrich Lewy descreveu a patologia da Paralysis agitans [doença de Parkinson] e identificou pela primeira vez corpos de inclusão eosinófílos em neurônios de certos núcleos cerebrais, conhecidos mais tarde como corpos de Lewy, assinatura patológica das doenças dos corpos de Lewy."	"Fritz Jacob Heinrich Lewy descreveu a patologia da Paralysis agitans [doença de Parkinson] e identificou pela primeira vez corpos de inclusão eosinófílos em neurônios de certos núcleos cerebrais, conhecidos mais tarde como corpos de Lewy, <strong>assinatura</strong> patológica das doenças dos corpos de Lewy."	20	2	34950	94	2	2
158	1048	bible	campinas	Olhai que me demorarei nas campinas do deserto até que tenha notícias vossas.	Olhai que me demorarei nas <strong>campinas</strong> do deserto até que tenha notícias vossas.	20	2	34950	93.94	1	1
979	23697356	biomed	hipertensão	A patologia materna mais frequente foi a hipertensão crónica.	A patologia materna mais frequente foi a <strong>hipertensão</strong> crónica.	20	2	34950	93.87	2	1
353	1750-244	news	classificações	"José Cruz: O Brasil teve duas classificações nos Jogos: uma oficial, do Comitê Olímpico Brasileiro (COB), e outra da imprensa"	"José Cruz: O Brasil teve duas <strong>classificações</strong> nos Jogos: uma oficial, do Comitê Olímpico Brasileiro (COB), e outra da imprensa"	20	2	34950	93.8	1	1
574	258-123	news	economia	"Na avaliação do presidente, o teto não é uma medida suficiente para a recuperação da economia e são necessárias reformas em determinados grupos de despesas, mas garantiu que esse é um começo"	"Na avaliação do presidente, o teto não é uma medida suficiente para a recuperação da <strong>economia</strong> e são necessárias reformas em determinados grupos de despesas, mas garantiu que esse é um começo"	20	2	34950	93.74	0	0
780	507-30	news	campos	"Para a cadeira 40, as candidaturas até agora são do também jurista e ex-ministro do Supremo Tribunal Federal (STF) Eros Grau e do escritor pernambucano Antonio Campos"	"Para a cadeira 40, as candidaturas até agora são do também jurista e ex-ministro do Supremo Tribunal Federal (STF) Eros Grau e do escritor pernambucano Antonio <strong>Campos</strong>"	20	2	34950	93.66	0	0
159	171-306	news	integração	"Os funcionários do Hospital de Clínicas da Universidades Tecnológica do Paraná (UTFPR), Federal do Paraná (UFPR), Federal da Integração Latino Americana (Unila) iniciaram nesta segunda-feira, 12, a paralisação de cinco dias, ou seja até dia 16"	"Os funcionários do Hospital de Clínicas da Universidades Tecnológica do Paraná (UTFPR), Federal do Paraná (UFPR), Federal da <strong>Integração</strong> Latino Americana (Unila) iniciaram nesta segunda-feira, 12, a paralisação de cinco dias, ou seja até dia 16"	20	2	34950	93.6	3	3
575	186	bible	nan	Disse mais o SENHOR: Eis aqui um lugar junto a mim; aqui te porás sobre a penha.	Disse mais o SENHOR: Eis aqui um lugar junto a mim; aqui te porás sobre a penha.	20	2	34950	93.54	1	1
980	1498	bible	Lod	"E foram os filhos de Elpaal: Éber, Misã e Semede; este edificou a Ono e a Lode e os lugares da sua jurisdição."	"E foram os filhos de Elpaal: Éber, Misã e Semede; este edificou a Ono e a Lode e os lugares da sua jurisdição."	20	2	34950	93.54	1	1
781	23809741	biomed	saúde	"O questionário foi distribuído aos profissionais de saúde a trabalhar em três centros hospitalares da região norte do País, vacinados no período de 26 de Outubro de 2009 a 31 de janeiro de 2009. Resultados: Dos 2358 profissionais de saúde que aceitaram participar no estudo, 864 (37%) devolveram o questionário preenchido."	"O questionário foi distribuído aos profissionais de <strong>saúde</strong> a trabalhar em três centros hospitalares da região norte do País, vacinados no período de 26 de Outubro de 2009 a 31 de janeiro de 2009. Resultados: Dos 2358 profissionais de saúde que aceitaram participar no estudo, 864 (37%) devolveram o questionário preenchido."	20	2	34950	93.53	0	0
354	1015-30	news	destinos	"Oportuniza ao eleitor saber o que pensa, o que já fez e o que pretende fazer cada postulante a um cargo público, ainda mais em se tratando dos destinos de uma cidade, salienta o candidato"	"Oportuniza ao eleitor saber o que pensa, o que já fez e o que pretende fazer cada postulante a um cargo público, ainda mais em se tratando dos <strong>destinos</strong> de uma cidade, salienta o candidato"	20	2	34950	93.45	0	0
1189	1295-263	news	contribuição	Dez já estão disponíveis para contribuição da sociedade civil e a expectativa é que outros dois entrem em consulta pública em outubro	Dez já estão disponíveis para <strong>contribuição</strong> da sociedade civil e a expectativa é que outros dois entrem em consulta pública em outubro	20	2	34950	93.4	2	2
576	254-320	news	situação	"A crise econômica colocou na dramática situação de desocupados mais 3,3 milhões de pessoas"	"A crise econômica colocou na dramática <strong>situação</strong> de desocupados mais 3,3 milhões de pessoas"	20	2	34950	93.36	1	1
160	2820	bible	libação	"E de vinho para a libação oferecerás a metade de um him, oferta queimada em cheiro suave ao SENHOR."	"E de vinho para a <strong>libação</strong> oferecerás a metade de um him, oferta queimada em cheiro suave ao SENHOR."	20	2	34950	93.49	2	2
355	382-50	news	posição	"Os senadores da base de Temer dizem que é possível que a própria defesa peça a saída de Esther do rol de testemunhas, por considerar que sua posição como funcionária de Gleisi foi muito negativa para a defesa"	"Os senadores da base de Temer dizem que é possível que a própria defesa peça a saída de Esther do rol de testemunhas, por considerar que sua <strong>posição</strong> como funcionária de Gleisi foi muito negativa para a defesa"	20	2	34950	93.43	1	1
782	23809743	biomed	supressão	"O cancro cutâneo não melanoma diagnosticado no nosso estudo esteve significativamente associado a maior idade (p = 0,016), maior duração do período sob imunossupressão (p = 0,003), atividade laboral no passado ao ar livre (p = 0,049) e com queratoses actínicas nas áreas fotoexpostas (p &lt; 0,001)."	"O cancro cutâneo não melanoma diagnosticado no nosso estudo esteve significativamente associado a maior idade (p = 0,016), maior duração do período sob imunossupressão (p = 0,003), atividade laboral no passado ao ar livre (p = 0,049) e com queratoses actínicas nas áreas fotoexpostas (p &lt; 0,001)."	20	2	34950	93.4	4	3
1190	1841	bible	Mica	"E enviaram os filhos de Dã, da sua tribo, cinco homens dentre eles, homens valorosos, de Zorá e de Estaol, a espiar e reconhecer a terra, e lhes disseram: Ide, reconhecei a terra. E chegaram à montanha de Efraim, até à casa de Mica, e passaram ali a noite."	"E enviaram os filhos de Dã, da sua tribo, cinco homens dentre eles, homens valorosos, de Zorá e de Estaol, a espiar e reconhecer a terra, e lhes disseram: Ide, reconhecei a terra. E chegaram à montanha de Efraim, até à casa de <strong>Mica,</strong> e passaram ali a noite."	20	2	34950	93.33	0	0
981	5992-24	news	marítimo	"Pressionado pelo FC Porto, que na quinta-feira derrotou o Marítimo e ficou a apenas um ponto da liderança, os encarnados jogam para tentar repor os quatro pontos de liderança para os portistas"	"Pressionado pelo FC Porto, que na quinta-feira derrotou o <strong>Marítimo</strong> e ficou a apenas um ponto da liderança, os encarnados jogam para tentar repor os quatro pontos de liderança para os portistas"	20	2	34950	93.27	2	2
577	24016655	biomed	obesidade	"Material e Métodos: Usando os MeSH terms (osteoporose, epidemiologia, Portugal, Europa, patogenia, osteoblastos, osteoclastos, osteócitos, obesidade, sistema imune, terapia, ensaio randomizado e controlado, eficácia e segurança) como palavras-chave."	"Material e Métodos: Usando os MeSH terms (osteoporose, epidemiologia, Portugal, Europa, patogenia, osteoblastos, osteoclastos, osteócitos, <strong>obesidade,</strong> sistema imune, terapia, ensaio randomizado e controlado, eficácia e segurança) como palavras-chave."	20	2	34950	93.2	1	1
356	129-88	news	objetivo	"Por isso vamos firmar parcerias com os governos estadual e federal, com objetivo de colocar em prática no município, a médio e longo prazo, um programa de Habitação Social para alcançar as classes D e E, e vamos buscar parceiros para uma Parceria Público Privada (PPP), com objetivo de estimular a construção de Habitações de Interesse Social, com a participação do município na diminuição do valor, como por exemplo, com a doação de terrenos"	"Por isso vamos firmar parcerias com os governos estadual e federal, com <strong>objetivo</strong> de colocar em prática no município, a médio e longo prazo, um programa de Habitação Social para alcançar as classes D e E, e vamos buscar parceiros para uma Parceria Público Privada (PPP), com objetivo de estimular a construção de Habitações de Interesse Social, com a participação do município na diminuição do valor, como por exemplo, com a doação de terrenos"	20	2	34950	93.14	2	2
783	277-356	news	clima	Ainda não há muitos detalhes sobre seu estado de saúde mas o clima de apreensão na cidade é grande	Ainda não há muitos detalhes sobre seu estado de saúde mas o <strong>clima</strong> de apreensão na cidade é grande	20	2	34950	93.08	1	1
161	640	bible	reis	"O Senhor, a nós pertence a confusão de rosto, aos nossos reis, aos nossos príncipes, e a nossos pais, porque pecamos contra ti."	"O Senhor, a nós pertence a confusão de rosto, aos nossos <strong>reis,</strong> aos nossos príncipes, e a nossos pais, porque pecamos contra ti."	20	2	34950	93.04	1	1
1191	7580-123	news	conciliação	"A política sem heresia, sem risco, o apego ao pragmatismo como ethos político de conciliação de classes, chegava tragicamente ao fim"	"A política sem heresia, sem risco, o apego ao pragmatismo como ethos político de <strong>conciliação</strong> de classes, chegava tragicamente ao fim"	20	2	34950	92.99	3	2
982	287-17	news	ajuda	"Ele ajuda a separar e distribuir, para que ele possa conhecer a realidade da onde vai trabalhar, porque é a comunidade que vai recebê-lo como profissional, ressalta a coordenadora acadêmica"	"Ele <strong>ajuda</strong> a separar e distribuir, para que ele possa conhecer a realidade da onde vai trabalhar, porque é a comunidade que vai recebê-lo como profissional, ressalta a coordenadora acadêmica"	20	2	34950	92.93	1	1
578	53-211	news	consolidação	"Esta iniciativa avança na consolidação dos objetivos previstos no Plano Estadual de Cultura, Lei 10"	"Esta iniciativa avança na <strong>consolidação</strong> dos objetivos previstos no Plano Estadual de Cultura, Lei 10"	20	2	34950	92.89	4	3
357	2400	bible	Sucederá	"Tocar-se-á a trombeta na cidade, e o povo não estremecerá? Sucederá algum mal na cidade, sem que o SENHOR o tenha feito?"	"Tocar-se-á a trombeta na cidade, e o povo não estremecerá? <strong>Sucederá</strong> algum mal na cidade, sem que o SENHOR o tenha feito?"	20	2	34950	92.84	2	2
1192	68-362	news	beneficiar	Nunca vi ninguém beneficiar a oposição	Nunca vi ninguém <strong>beneficiar</strong> a oposição	20	2	34950	92.85	2	2
162	2180	bible	terras	"Naquele dia levantei a minha mão para eles, para os tirar da terra do Egito, para uma terra que já tinha previsto para eles, a qual mana leite e mel, e é a glória de todas as terras."	"Naquele dia levantei a minha mão para eles, para os tirar da terra do Egito, para uma terra que já tinha previsto para eles, a qual mana leite e mel, e é a glória de todas as <strong>terras.</strong>"	20	2	34950	92.79	0	0
983	28884095	biomed	restrições	"A busca de artigos foi feita por meio da combinação de palavras-chave nas bases de dados disponíveis, sem restrições de desenho científico, sendo selecionadas séries com cinco ou mais cirurgias; os artigos selecionados foram analisados em relação às complicações graves (necessidade de tratamento cirúrgico) e leves (sem necessidade de tratamento cirúrgico)."	"A busca de artigos foi feita por meio da combinação de palavras-chave nas bases de dados disponíveis, sem <strong>restrições</strong> de desenho científico, sendo selecionadas séries com cinco ou mais cirurgias; os artigos selecionados foram analisados em relação às complicações graves (necessidade de tratamento cirúrgico) e leves (sem necessidade de tratamento cirúrgico)."	20	2	34950	92.72	3	3
784	29213698	biomed	pistas	"Neste artigo, nós primeiro revisitamos o conceito de cognição como atividade sistêmica e mediada (semiótica), de acordo com o qual a consequência de uma lesão focal não é um sintoma isolado mas uma syndrome, e a melhor abordagem neuropsicológica é uma análise baseada em testes apropriados para detectar dissociações duplas e, assim, fornecer pistas para relações cerebro-comportamentais."	"Neste artigo, nós primeiro revisitamos o conceito de cognição como atividade sistêmica e mediada (semiótica), de acordo com o qual a consequência de uma lesão focal não é um sintoma isolado mas uma syndrome, e a melhor abordagem neuropsicológica é uma análise baseada em testes apropriados para detectar dissociações duplas e, assim, fornecer <strong>pistas</strong> para relações cerebro-comportamentais."	20	2	34950	92.65	1	1
579	28513765	biomed	HG	# HGBD Santos; SR Marcon; MM Espinosa; MN Baptista; PMC Paulo	# HGBD Santos; SR Marcon; MM Espinosa; MN Baptista; PMC Paulo	20	2	34950	92.59	1	1
1193	24388262	biomed	milhares	"Conclusão: Apesar das técnicas cirúrgicas e a qualidade das próteses mamárias terem vindo a melhorar drasticamente nos últimos anos, a contractura capsular mamária mantém-se uma complicação real, com incidência elevada e que continua a afectar milhares de mulheres no mundo."	"Conclusão: Apesar das técnicas cirúrgicas e a qualidade das próteses mamárias terem vindo a melhorar drasticamente nos últimos anos, a contractura capsular mamária mantém-se uma complicação real, com incidência elevada e que continua a afectar <strong>milhares</strong> de mulheres no mundo."	20	2	34950	92.57	1	1
358	1585	bible	acácia	"E os varais farás de madeira de acácia, e os forrarás com ouro."	"E os varais farás de madeira de <strong>acácia,</strong> e os forrarás com ouro."	20	2	34950	92.51	0	0
163	128-299	news	reféns	"Porém, não podemos fazer com que os caratinguenses fiquem reféns da espera demorada dessa obra"	"Porém, não podemos fazer com que os caratinguenses fiquem <strong>reféns</strong> da espera demorada dessa obra"	20	2	34950	92.46	0	0
984	882	bible	publicano	"O publicano, porém, estando em pé, de longe, nem ainda queria levantar os olhos ao céu, mas batia no peito, dizendo: O Deus, tem misericórdia de mim, pecador!"	"O <strong>publicano,</strong> porém, estando em pé, de longe, nem ainda queria levantar os olhos ao céu, mas batia no peito, dizendo: O Deus, tem misericórdia de mim, pecador!"	20	2	34950	92.41	0	0
785	1421	bible	glória	"E serás uma coroa de glória na mão do SENHOR, e um diadema real na mão do teu Deus."	"E serás uma coroa de <strong>glória</strong> na mão do SENHOR, e um diadema real na mão do teu Deus."	20	2	34950	92.35	3	3
580	2698	bible	Ezequias	"Também estes são provérbios de Salomão, os quais transcreveram os homens de Ezequias, rei de Judá."	"Também estes são provérbios de Salomão, os quais transcreveram os homens de <strong>Ezequias,</strong> rei de Judá."	20	2	34950	92.29	0	0
1194	1473	bible	telhados	"Sobre todos os telhados de Moabe e nas suas ruas haverá um pranto geral; porque quebrei a Moabe, como a um vaso que não agrada, diz o SENHOR."	"Sobre todos os <strong>telhados</strong> de Moabe e nas suas ruas haverá um pranto geral; porque quebrei a Moabe, como a um vaso que não agrada, diz o SENHOR."	20	2	34950	92.23	1	1
